0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.537688442211054607e-02 3.833375115146767098e-02 0.000000000000000000e+00
1.507537688442210921e-01 6.442060926992156100e-02 0.000000000000000000e+00
2.261306532663316382e-01 8.724954840712230431e-02 0.000000000000000000e+00
3.015075376884421843e-01 1.081772785696519801e-01 0.000000000000000000e+00
3.768844221105527303e-01 1.277868782499947675e-01 0.000000000000000000e+00
4.522613065326632764e-01 1.463992239535170659e-01 0.000000000000000000e+00
5.276381909547738225e-01 1.642155646682139092e-01 0.000000000000000000e+00
6.030150753768843686e-01 1.813729819009760047e-01 0.000000000000000000e+00
6.783919597989949146e-01 1.979703520624980784e-01 0.000000000000000000e+00
7.537688442211054607e-01 2.140820677758602242e-01 0.000000000000000000e+00
8.291457286432160068e-01 2.297659456598259708e-01 0.000000000000000000e+00
9.045226130653265528e-01 2.450680911125786843e-01 0.000000000000000000e+00
9.798994974874370989e-01 2.600260480641959915e-01 0.000000000000000000e+00
1.055276381909547645e+00 2.746709241026757398e-01 0.000000000000000000e+00
1.130653266331658191e+00 2.890288738146040148e-01 0.000000000000000000e+00
1.206030150753768737e+00 3.031221640831983644e-01 0.000000000000000000e+00
1.281407035175879283e+00 3.169699579475105389e-01 0.000000000000000000e+00
1.356783919597989829e+00 3.305889035669498655e-01 0.000000000000000000e+00
1.432160804020100375e+00 3.439935848877537228e-01 0.000000000000000000e+00
1.507537688442210921e+00 3.571968720566023880e-01 0.000000000000000000e+00
1.582914572864321467e+00 3.702101977805739019e-01 0.000000000000000000e+00
1.658291457286432014e+00 3.830437780640326140e-01 0.000000000000000000e+00
1.733668341708542560e+00 3.957067905366104532e-01 0.000000000000000000e+00
1.809045226130653106e+00 4.082075200091324629e-01 0.000000000000000000e+00
1.884422110552763652e+00 4.205534783942142529e-01 0.000000000000000000e+00
1.959798994974874198e+00 4.327515043508197157e-01 0.000000000000000000e+00
2.035175879396984744e+00 4.448078467286546989e-01 0.000000000000000000e+00
2.110552763819095290e+00 4.567282349483485215e-01 0.000000000000000000e+00
2.185929648241205836e+00 4.685179387560261532e-01 0.000000000000000000e+00
2.261306532663316382e+00 4.801818192672983598e-01 0.000000000000000000e+00
2.336683417085426928e+00 4.917243728182235096e-01 0.000000000000000000e+00
2.412060301507537474e+00 5.031497688359936049e-01 0.000000000000000000e+00
2.487437185929648020e+00 5.144618827061079314e-01 0.000000000000000000e+00
2.562814070351758566e+00 5.256643244284949779e-01 0.000000000000000000e+00
2.638190954773869112e+00 5.367604637099193665e-01 0.000000000000000000e+00
2.713567839195979658e+00 5.477534520248275030e-01 0.000000000000000000e+00
2.788944723618090205e+00 5.586462420847564392e-01 0.000000000000000000e+00
2.864321608040200751e+00 5.694416050823432052e-01 0.000000000000000000e+00
2.939698492462311297e+00 5.801421460159996712e-01 0.000000000000000000e+00
3.015075376884421843e+00 5.907503173524421003e-01 0.000000000000000000e+00
3.090452261306532389e+00 6.012684312442292400e-01 0.000000000000000000e+00
3.165829145728642935e+00 6.116986704864771918e-01 0.000000000000000000e+00
3.241206030150753481e+00 6.220430983696153548e-01 0.000000000000000000e+00
3.316582914572864027e+00 6.323036675623252556e-01 0.000000000000000000e+00
3.391959798994974573e+00 6.424822281398254731e-01 0.000000000000000000e+00
3.467336683417085119e+00 6.525805348567188524e-01 0.000000000000000000e+00
3.542713567839195665e+00 6.626002537501937129e-01 0.000000000000000000e+00
3.618090452261306211e+00 6.725429681479982991e-01 0.000000000000000000e+00
3.693467336683416757e+00 6.824101841459510043e-01 0.000000000000000000e+00
3.768844221105527303e+00 6.922033356115208091e-01 0.000000000000000000e+00
3.844221105527637850e+00 7.019237887629639072e-01 0.000000000000000000e+00
3.919597989949748396e+00 7.115728463674659832e-01 0.000000000000000000e+00
3.994974874371858942e+00 7.211517515965278902e-01 0.000000000000000000e+00
4.070351758793969488e+00 7.306616915723400663e-01 0.000000000000000000e+00
4.145728643216079590e+00 7.401038006350031395e-01 0.000000000000000000e+00
4.221105527638190580e+00 7.494791633570596634e-01 0.000000000000000000e+00
4.296482412060301570e+00 7.587888173288668270e-01 0.000000000000000000e+00
4.371859296482411672e+00 7.680337557357611589e-01 0.000000000000000000e+00
4.447236180904521774e+00 7.772149297457210393e-01 0.000000000000000000e+00
4.522613065326632764e+00 7.863332507242449809e-01 0.000000000000000000e+00
4.597989949748743754e+00 7.953895922914440142e-01 0.000000000000000000e+00
4.673366834170853856e+00 8.043847922347946433e-01 0.000000000000000000e+00
4.748743718592963958e+00 8.133196542896620196e-01 0.000000000000000000e+00
4.824120603015074948e+00 8.221949497984895050e-01 0.000000000000000000e+00
4.899497487437185939e+00 8.310114192585017490e-01 0.000000000000000000e+00
4.974874371859296041e+00 8.397697737668102791e-01 0.000000000000000000e+00
5.050251256281406143e+00 8.484706963709819361e-01 0.000000000000000000e+00
5.125628140703517133e+00 8.571148433323624305e-01 0.000000000000000000e+00
5.201005025125628123e+00 8.657028453087960429e-01 0.000000000000000000e+00
5.276381909547738225e+00 8.742353084627637605e-01 0.000000000000000000e+00
5.351758793969848327e+00 8.827128155004326793e-01 0.000000000000000000e+00
5.427135678391959317e+00 8.911359266466214457e-01 0.000000000000000000e+00
5.502512562814070307e+00 8.995051805602520822e-01 0.000000000000000000e+00
5.577889447236180409e+00 9.078210951944625240e-01 0.000000000000000000e+00
5.653266331658290511e+00 9.160841686052036970e-01 0.000000000000000000e+00
5.728643216080401501e+00 9.242948797118197835e-01 0.000000000000000000e+00
5.804020100502512491e+00 9.324536890128217737e-01 0.000000000000000000e+00
5.879396984924622593e+00 9.405610392598025005e-01 0.000000000000000000e+00
5.954773869346732695e+00 9.486173560921982162e-01 0.000000000000000000e+00
6.030150753768843686e+00 9.566230486353884954e-01 0.000000000000000000e+00
6.105527638190954676e+00 9.645785100644230781e-01 0.000000000000000000e+00
6.180904522613064778e+00 9.724841181354889619e-01 0.000000000000000000e+00
6.256281407035174880e+00 9.803402356870638545e-01 0.000000000000000000e+00
6.331658291457285870e+00 9.881472111125468860e-01 0.000000000000000000e+00
6.407035175879396860e+00 9.959053788060261425e-01 0.000000000000000000e+00
6.482412060301506962e+00 1.003615059582714464e+00 0.000000000000000000e+00
6.557788944723617064e+00 1.011276561075461267e+00 0.000000000000000000e+00
6.633165829145728054e+00 1.018890178108650568e+00 0.000000000000000000e+00
6.708542713567839044e+00 1.026456193050694354e+00 0.000000000000000000e+00
6.783919597989949146e+00 1.033974876146230404e+00 0.000000000000000000e+00
6.859296482412059248e+00 1.041446485829066182e+00 0.000000000000000000e+00
6.934673366834170238e+00 1.048871269016818708e+00 0.000000000000000000e+00
7.010050251256281229e+00 1.056249461388129918e+00 0.000000000000000000e+00
7.085427135678391330e+00 1.063581287643281303e+00 0.000000000000000000e+00
7.160804020100501432e+00 1.070866961748953683e+00 0.000000000000000000e+00
7.236180904522612423e+00 1.078106687167830868e+00 0.000000000000000000e+00
7.311557788944723413e+00 1.085300657073687169e+00 0.000000000000000000e+00
7.386934673366833515e+00 1.092449054552550258e+00 0.000000000000000000e+00
7.462311557788943617e+00 1.099552052790480294e+00 0.000000000000000000e+00
7.537688442211054607e+00 1.106609815248464468e+00 0.000000000000000000e+00
7.613065326633165597e+00 1.113622495824881931e+00 0.000000000000000000e+00
7.688442211055275699e+00 1.120590239005954780e+00 0.000000000000000000e+00
7.763819095477385801e+00 1.127513180004564353e+00 0.000000000000000000e+00
7.839195979899496791e+00 1.134391444887770994e+00 0.000000000000000000e+00
7.914572864321607781e+00 1.141225150693350177e+00 0.000000000000000000e+00
7.989949748743717883e+00 1.148014405535612292e+00 0.000000000000000000e+00
8.065326633165827985e+00 1.154759308700756160e+00 0.000000000000000000e+00
8.140703517587938975e+00 1.161459950731960511e+00 0.000000000000000000e+00
8.216080402010049966e+00 1.168116413504402207e+00 0.000000000000000000e+00
8.291457286432159179e+00 1.174728770290348834e+00 0.000000000000000000e+00
8.366834170854270170e+00 1.181297085814454251e+00 0.000000000000000000e+00
8.442211055276381160e+00 1.187821416299348121e+00 0.000000000000000000e+00
8.517587939698492150e+00 1.194301809501595146e+00 0.000000000000000000e+00
8.592964824120603140e+00 1.200738304738058204e+00 0.000000000000000000e+00
8.668341708542712354e+00 1.207130932902680476e+00 0.000000000000000000e+00
8.743718592964823344e+00 1.213479716473675474e+00 0.000000000000000000e+00
8.819095477386934334e+00 1.219784669511074116e+00 0.000000000000000000e+00
8.894472361809043548e+00 1.226045797644565116e+00 0.000000000000000000e+00
8.969849246231154538e+00 1.232263098051521899e+00 0.000000000000000000e+00
9.045226130653265528e+00 1.238436559425087236e+00 0.000000000000000000e+00
9.120603015075376518e+00 1.244566161932149084e+00 0.000000000000000000e+00
9.195979899497487509e+00 1.250651877161018666e+00 0.000000000000000000e+00
9.271356783919596722e+00 1.256693668058573854e+00 0.000000000000000000e+00
9.346733668341707713e+00 1.262691488856606092e+00 0.000000000000000000e+00
9.422110552763818703e+00 1.268645284987071076e+00 0.000000000000000000e+00
9.497487437185927917e+00 1.274554992985892365e+00 0.000000000000000000e+00
9.572864321608038907e+00 1.280420540384942019e+00 0.000000000000000000e+00
